age;job;marital;education;housing;loan;duration
35;student;single;university,degree;no;no;618
59;retired;married;basic,9y;no;no;297
47;management;divorced;university,degree;no;no;593
46;blue-collar;married;basic,4y;no;no;446
41;self-employed;married;high,school;no;no;340
49;blue-collar;married;basic,9y;no;no;70
50;technician;married;professional,course;no;no;64
49;services;married;high,school;no;no;139
39;technician;single;professional,course;no;no;820
47;admin,;divorced;high,school;no;no;149
30;blue-collar;married;basic,9y;no;no;348
35;blue-collar;married;unknown;no;no;71
40;admin,;married;professional,course;no;no;168
56;blue-collar;married;basic,4y;no;no;573
30;admin,;married;university,degree;no;no;446
33;self-employed;single;university,degree;no;no;111
35;blue-collar;married;basic,6y;no;no;34
58;self-employed;divorced;professional,course;no;no;197
46;blue-collar;married;basic,6y;no;no;144
49;housemaid;single;high,school;no;no;32
34;services;divorced;basic,9y;no;no;73
41;blue-collar;married;basic,9y;no;no;203
47;admin,;married;professional,course;no;no;252
49;services;married;high,school;no;no;395
54;retired;divorced;basic,4y;no;no;170
41;services;divorced;basic,9y;no;no;147
42;technician;married;high,school;no;no;677
52;management;divorced;university,degree;no;no;167
29;admin,;married;university,degree;no;yes;105
46;services;married;basic,9y;no;no;57
42;technician;single;high,school;no;no;220
35;self-employed;married;basic,4y;no;no;140
27;technician;single;professional,course;no;no;248
32;self-employed;single;high,school;no;no;11
35;admin,;married;university,degree;no;no;161
32;services;married;high,school;no;no;653
35;admin,;married;high,school;no;no;193
47;management;married;basic,4y;no;yes;216
35;admin,;married;high,school;no;yes;291
53;admin,;single;high,school;no;no;223
37;technician;married;professional,course;no;no;96
42;admin,;married;basic,4y;no;no;477
58;retired;married;basic,4y;no;no;327
53;admin,;single;high,school;no;no;446
35;technician;married;professional,course;no;no;159
51;blue-collar;married;basic,4y;no;no;152
51;admin,;married;professional,course;no;no;169
37;technician;single;professional,course;no;no;635
44;admin,;married;university,degree;no;no;136
34;admin,;married;high,school;no;no;69
45;admin,;married;basic,9y;no;no;521
30;admin,;married;high,school;no;no;66
38;technician;single;professional,course;no;no;574
40;services;married;unknown;no;no;44
43;admin,;married;university,degree;no;no;145
47;admin,;married;university,degree;no;no;252
46;blue-collar;married;basic,4y;no;yes;89
44;blue-collar;married;basic,4y;no;no;330
54;admin,;married;high,school;no;no;361
46;entrepreneur;married;basic,9y;no;no;64
36;management;divorced;university,degree;no;no;221
34;technician;single;university,degree;no;no;90
45;unknown;married;unknown;no;no;141
33;services;married;university,degree;no;no;254
45;blue-collar;married;basic,4y;no;no;263
40;blue-collar;married;basic,9y;no;no;212
38;blue-collar;married;basic,4y;no;no;149
49;technician;married;professional,course;no;no;77
49;services;married;high,school;no;yes;374
39;blue-collar;married;basic,9y;no;no;207
42;entrepreneur;married;basic,9y;no;no;143
49;unknown;married;unknown;no;yes;188
49;admin,;divorced;high,school;no;no;370
42;services;married;high,school;no;no;84
57;admin,;married;university,degree;no;yes;253
44;blue-collar;married;unknown;no;no;239
40;management;married;university,degree;no;no;136
30;admin,;married;high,school;no;no;162
33;management;married;university,degree;no;yes;219
36;admin,;married;high,school;no;no;177
38;technician;divorced;professional,course;no;no;252
55;retired;divorced;professional,course;no;no;416
37;technician;single;high,school;no;no;32
31;blue-collar;married;basic,9y;no;no;217
29;student;married;high,school;no;no;145
24;technician;married;professional,course;no;no;93
30;blue-collar;single;unknown;no;yes;262
58;technician;married;high,school;no;no;246
23;services;single;high,school;no;no;197
38;blue-collar;married;basic,6y;no;no;922
38;admin,;married;high,school;no;no;605
54;blue-collar;married;basic,6y;no;no;211
28;blue-collar;married;high,school;no;no;419
53;technician;married;university,degree;no;no;498
40;admin,;married;university,degree;no;no;202
49;management;married;university,degree;no;no;21
38;unemployed;married;basic,4y;no;no;55
31;admin,;married;high,school;no;no;952
36;blue-collar;single;basic,9y;no;yes;207
34;admin,;married;basic,9y;no;no;238
37;blue-collar;divorced;basic,9y;no;no;232
57;retired;married;basic,4y;no;no;76
35;blue-collar;married;high,school;no;no;153
58;technician;married;high,school;no;no;525
36;blue-collar;married;basic,4y;no;no;97
49;management;married;university,degree;no;no;216
38;admin,;married;university,degree;no;no;142
39;admin,;single;high,school;no;no;290
33;blue-collar;single;basic,9y;no;no;67
23;blue-collar;single;basic,9y;no;no;359
56;self-employed;single;basic,9y;no;no;64
31;technician;single;university,degree;no;no;73
51;blue-collar;married;basic,4y;no;no;16
43;blue-collar;divorced;basic,9y;no;no;409
45;technician;married;university,degree;no;no;65
57;blue-collar;married;basic,4y;no;no;69
34;services;married;basic,6y;no;no;722
37;management;married;university,degree;no;no;288
60;entrepreneur;married;basic,4y;no;no;43
55;technician;married;professional,course;no;no;166
43;admin,;married;university,degree;no;no;30
45;blue-collar;married;basic,9y;no;no;10
47;admin,;married;university,degree;no;no;148
37;blue-collar;married;professional,course;no;no;11
52;technician;married;unknown;no;no;208
28;blue-collar;married;basic,9y;no;no;140
25;blue-collar;single;professional,course;no;no;559
38;services;married;high,school;no;no;224
28;blue-collar;single;high,school;no;no;1017
36;technician;single;professional,course;no;yes;385
26;unknown;single;high,school;no;no;237
38;admin,;married;university,degree;no;no;202
46;services;married;high,school;no;yes;153
49;management;divorced;university,degree;no;no;163
53;technician;married;professional,course;no;no;97
42;technician;married;basic,6y;no;no;399
42;housemaid;married;basic,4y;no;no;500
56;retired;married;basic,4y;no;no;92
31;blue-collar;married;basic,9y;no;no;296
40;blue-collar;married;basic,9y;no;no;146
42;management;married;university,degree;no;no;92
33;blue-collar;divorced;basic,9y;no;no;149
40;blue-collar;married;basic,4y;no;no;354
42;services;divorced;high,school;no;no;111
48;services;married;high,school;no;no;136
34;housemaid;single;university,degree;no;no;267
26;blue-collar;single;basic,9y;no;no;60
39;unemployed;married;university,degree;no;no;21
52;self-employed;married;basic,4y;no;yes;71
25;admin,;married;high,school;no;no;18
36;admin,;married;high,school;no;yes;59
38;technician;married;basic,9y;no;no;129
56;admin,;divorced;unknown;no;no;91
52;services;divorced;high,school;no;no;339
32;unknown;unknown;university,degree;no;no;36
31;technician;married;high,school;no;no;9
33;technician;divorced;professional,course;no;no;26
26;technician;single;university,degree;no;no;2635
36;blue-collar;divorced;basic,9y;no;no;318
57;services;divorced;high,school;no;no;53
40;technician;married;professional,course;no;no;179
30;blue-collar;married;basic,9y;no;no;193
39;admin,;divorced;university,degree;no;no;333
35;blue-collar;married;basic,9y;no;no;76
40;technician;married;professional,course;no;no;37
56;admin,;married;high,school;no;no;489
29;self-employed;married;basic,6y;no;no;24
48;retired;married;basic,4y;no;no;75
51;admin,;married;high,school;no;no;22
31;services;single;high,school;no;yes;99
37;unemployed;single;professional,course;no;no;394
33;management;married;university,degree;no;yes;42
26;blue-collar;single;basic,9y;no;no;114
27;services;married;high,school;no;no;73
36;technician;married;professional,course;no;no;206
34;services;married;high,school;no;no;160
39;services;divorced;basic,6y;no;no;512
36;blue-collar;married;high,school;no;no;50
43;blue-collar;married;basic,9y;no;no;23
43;unemployed;married;basic,4y;no;no;744
31;admin,;single;university,degree;no;no;109
44;entrepreneur;married;basic,9y;no;no;241
45;admin,;married;basic,9y;no;no;973
38;admin,;divorced;university,degree;no;no;50
56;technician;married;professional,course;no;no;35
38;services;married;high,school;no;no;124
29;admin,;married;university,degree;no;no;45
47;admin,;married;university,degree;no;no;134
28;blue-collar;married;basic,9y;no;no;325
35;blue-collar;married;basic,6y;no;no;170
45;blue-collar;married;basic,9y;no;yes;124
46;blue-collar;married;basic,6y;no;no;111
31;admin,;single;university,degree;no;no;25
33;blue-collar;divorced;basic,6y;no;no;398
38;admin,;single;basic,9y;no;no;361
48;blue-collar;married;basic,4y;no;no;470
36;self-employed;divorced;basic,4y;no;no;79
29;blue-collar;single;basic,9y;no;no;153
45;blue-collar;married;basic,9y;no;yes;1210
29;blue-collar;single;basic,9y;no;no;139
58;entrepreneur;married;university,degree;no;no;218
37;services;married;high,school;no;no;115
35;entrepreneur;married;university,degree;no;no;109
49;blue-collar;married;basic,4y;no;no;115
56;retired;divorced;basic,4y;no;no;75
34;admin,;married;university,degree;no;no;64
40;blue-collar;married;basic,9y;no;no;231
37;housemaid;married;high,school;no;yes;31
49;blue-collar;married;basic,4y;no;no;838
40;management;married;university,degree;no;no;64
57;management;married;university,degree;no;no;1276
40;blue-collar;married;unknown;no;no;144
46;blue-collar;married;basic,6y;no;no;98
48;blue-collar;married;basic,9y;no;no;75
53;unknown;married;unknown;no;no;258
30;blue-collar;single;basic,4y;no;no;402
53;self-employed;divorced;basic,9y;no;no;60
30;technician;married;professional,course;no;no;269
46;entrepreneur;divorced;high,school;no;no;485
32;services;married;high,school;no;no;174
42;blue-collar;married;basic,6y;no;no;1098
37;entrepreneur;married;university,degree;no;no;351
42;unemployed;married;high,school;no;no;89
47;services;married;basic,6y;no;no;108
33;blue-collar;married;basic,4y;no;no;76
43;blue-collar;married;basic,4y;no;yes;35
51;unemployed;married;basic,9y;no;no;375
48;blue-collar;married;basic,4y;no;no;63
36;services;married;high,school;no;no;166
26;management;single;university,degree;no;no;633
37;services;single;university,degree;no;no;160
45;entrepreneur;married;basic,9y;no;no;326
49;blue-collar;married;basic,9y;no;no;95
59;entrepreneur;married;university,degree;no;no;19
40;admin,;married;high,school;no;no;374
38;blue-collar;married;basic,4y;no;no;174
38;admin,;single;basic,9y;no;yes;111
41;blue-collar;married;basic,9y;no;no;256
43;unemployed;married;professional,course;no;no;38
52;blue-collar;married;basic,9y;no;no;205
28;student;single;professional,course;no;no;168
50;services;divorced;unknown;no;no;250
31;blue-collar;married;basic,6y;no;no;1573
52;retired;married;high,school;no;no;181
45;management;married;university,degree;no;no;126
36;self-employed;single;university,degree;no;no;237
42;admin,;married;basic,6y;no;no;26
46;management;married;basic,6y;no;yes;73
55;blue-collar;married;basic,9y;no;no;23
37;blue-collar;married;basic,4y;no;no;1663
32;blue-collar;married;professional,course;no;yes;459
54;blue-collar;divorced;basic,4y;no;no;124
55;unemployed;married;high,school;no;no;154
53;technician;married;professional,course;no;no;421
31;blue-collar;single;basic,9y;no;yes;70
38;blue-collar;married;basic,9y;no;no;1478
33;admin,;married;professional,course;no;no;110
58;management;married;basic,6y;no;no;40
50;admin,;divorced;high,school;no;no;519
44;admin,;divorced;university,degree;no;no;39
43;technician;married;basic,9y;no;no;67
36;self-employed;divorced;basic,4y;no;no;825
44;blue-collar;married;basic,4y;no;no;263
43;admin,;married;high,school;no;no;1422
35;blue-collar;married;basic,9y;no;no;15
48;blue-collar;married;basic,9y;no;no;81
59;retired;married;basic,4y;no;yes;62
57;blue-collar;married;basic,4y;no;no;19
27;admin,;single;university,degree;no;no;134
44;unemployed;married;basic,9y;no;no;9
26;blue-collar;married;basic,4y;no;no;25
34;blue-collar;married;basic,6y;no;no;238
33;services;single;high,school;no;no;9
34;admin,;single;high,school;no;no;267
56;blue-collar;married;basic,4y;no;no;11
54;unemployed;married;basic,9y;no;no;8
29;admin,;married;university,degree;no;yes;76
40;admin,;married;high,school;no;no;9
38;blue-collar;single;university,degree;no;no;13
40;entrepreneur;single;high,school;no;no;28
28;blue-collar;married;basic,9y;no;yes;17
46;admin,;married;high,school;no;no;47
43;services;married;basic,4y;no;no;8
42;management;married;basic,6y;no;no;8
35;blue-collar;single;basic,6y;no;no;81
28;services;married;unknown;no;no;9
56;self-employed;single;basic,9y;no;no;154
37;blue-collar;married;unknown;no;no;34
36;technician;single;unknown;no;no;264
48;management;married;university,degree;no;no;29
40;self-employed;married;professional,course;no;no;20
32;admin,;single;university,degree;no;yes;13
43;technician;married;basic,9y;no;no;44
48;blue-collar;married;basic,4y;no;no;29
43;admin,;single;professional,course;no;yes;10
31;admin,;single;university,degree;no;no;34
35;services;single;high,school;no;no;17
46;housemaid;married;basic,4y;no;no;134
41;technician;married;professional,course;no;no;268
50;unemployed;married;high,school;no;no;10
33;blue-collar;single;basic,9y;no;no;16
46;admin,;married;high,school;no;no;10
29;admin,;single;university,degree;no;no;123
39;entrepreneur;divorced;university,degree;no;no;8
53;blue-collar;married;basic,4y;no;yes;16
35;admin,;married;high,school;no;no;179
57;retired;married;basic,4y;no;no;14
58;retired;married;professional,course;no;no;74
53;management;divorced;university,degree;no;no;23
37;admin,;married;basic,6y;no;no;126
33;services;single;high,school;no;no;15
54;services;married;high,school;no;no;7
45;entrepreneur;married;university,degree;no;no;49
58;blue-collar;married;professional,course;no;no;15
42;technician;married;university,degree;no;no;4
39;services;married;high,school;no;no;32
44;technician;single;basic,6y;no;no;8
26;admin,;single;basic,9y;no;no;11
57;management;married;university,degree;no;yes;20
36;blue-collar;married;high,school;no;no;285
33;services;unknown;high,school;no;no;11
39;blue-collar;married;basic,4y;no;no;27
43;admin,;married;university,degree;no;no;1023
26;blue-collar;single;basic,9y;no;yes;175
58;retired;married;basic,4y;no;no;407
52;technician;married;university,degree;no;no;10
31;blue-collar;single;basic,4y;no;no;110
34;admin,;married;university,degree;no;no;11
36;self-employed;married;professional,course;no;no;161
55;admin,;married;university,degree;no;no;44
43;management;married;university,degree;no;no;13
35;entrepreneur;married;university,degree;no;no;79
35;admin,;married;high,school;no;yes;78
56;self-employed;married;university,degree;no;no;129
34;services;married;high,school;no;no;9
45;self-employed;divorced;professional,course;no;no;12
29;blue-collar;single;professional,course;no;no;86
31;technician;married;professional,course;no;yes;809
38;blue-collar;married;basic,9y;no;no;693
44;admin,;married;university,degree;no;no;8
40;services;divorced;high,school;no;no;155
33;admin,;married;professional,course;no;no;81
31;entrepreneur;single;university,degree;no;no;22
50;admin,;married;basic,9y;no;no;116
25;blue-collar;single;high,school;no;no;136
44;self-employed;single;university,degree;no;no;10
30;blue-collar;single;basic,9y;no;no;10
43;services;married;high,school;no;no;16
35;admin,;married;basic,9y;no;yes;556
48;entrepreneur;married;professional,course;no;no;804
33;technician;single;professional,course;no;yes;241
50;management;married;high,school;no;no;28
55;unknown;married;basic,4y;no;no;27
40;services;married;basic,6y;no;no;11
37;technician;married;university,degree;no;no;23
36;blue-collar;single;basic,9y;no;no;43
41;technician;married;high,school;no;no;8
49;management;married;high,school;no;no;9
41;blue-collar;married;basic,9y;no;no;8
40;admin,;married;high,school;no;no;590
31;management;single;university,degree;no;no;100
30;admin,;divorced;high,school;no;no;13
56;technician;married;unknown;no;no;196
57;retired;single;high,school;no;no;74
56;self-employed;married;professional,course;no;yes;13
25;admin,;single;high,school;no;no;20
59;entrepreneur;married;university,degree;no;no;9
25;unemployed;single;high,school;no;no;287
37;technician;married;professional,course;no;no;26
59;retired;divorced;basic,4y;no;yes;13
39;services;single;high,school;no;no;48
32;services;single;high,school;no;no;13
55;unemployed;divorced;basic,9y;no;no;9
42;services;married;high,school;no;no;55
52;retired;married;professional,course;no;no;41
33;admin,;divorced;university,degree;no;no;92
58;blue-collar;unknown;basic,9y;no;no;180
31;management;married;university,degree;no;no;101
36;admin,;married;basic,9y;no;yes;75
40;admin,;married;university,degree;no;no;17
22;technician;single;professional,course;no;no;184
30;blue-collar;married;basic,9y;no;yes;78
51;management;married;university,degree;no;no;13
39;management;married;university,degree;no;no;601
48;admin,;divorced;high,school;no;yes;36
29;blue-collar;married;unknown;no;yes;55
37;blue-collar;married;basic,9y;no;no;15
40;management;married;unknown;no;yes;17
42;technician;divorced;basic,9y;no;no;45
59;retired;married;basic,9y;no;no;25
40;blue-collar;married;basic,9y;no;no;252
21;student;single;high,school;no;no;24
37;services;married;high,school;no;no;152
47;services;married;high,school;no;no;33
50;entrepreneur;married;basic,4y;no;no;20
56;admin,;married;university,degree;no;no;34
46;entrepreneur;married;university,degree;no;no;8
37;technician;single;professional,course;no;no;43
31;admin,;divorced;high,school;no;no;111
28;admin,;married;university,degree;no;no;819
41;admin,;married;high,school;no;no;23
33;blue-collar;married;basic,9y;no;no;12
44;blue-collar;married;basic,9y;no;no;109
45;blue-collar;married;basic,9y;no;no;13
38;admin,;married;university,degree;no;no;24
29;unemployed;single;university,degree;no;no;6
34;blue-collar;married;basic,9y;no;no;114
25;blue-collar;married;basic,9y;no;no;11
40;admin,;married;university,degree;no;no;44
46;admin,;married;basic,9y;no;yes;24
27;blue-collar;married;university,degree;no;no;10
51;blue-collar;divorced;unknown;no;no;197
42;admin,;divorced;university,degree;no;no;26
37;admin,;single;university,degree;no;no;18
45;unknown;married;unknown;no;no;61
28;blue-collar;married;unknown;no;no;20
47;management;divorced;university,degree;no;no;8
31;admin,;divorced;high,school;no;yes;28
27;entrepreneur;single;university,degree;no;no;48
32;admin,;married;university,degree;no;no;18
36;admin,;single;university,degree;no;no;35
35;admin,;married;university,degree;no;no;13
28;admin,;single;high,school;no;no;22
49;management;married;high,school;no;no;18
58;technician;married;professional,course;no;no;18
46;admin,;married;high,school;no;yes;492
33;unemployed;married;basic,9y;no;no;11
37;management;married;university,degree;no;no;10
38;housemaid;married;basic,9y;no;no;86
40;blue-collar;married;basic,9y;no;no;46
39;admin,;married;professional,course;no;no;32
40;admin,;single;professional,course;no;yes;36
37;blue-collar;married;basic,9y;no;no;124
39;blue-collar;single;basic,4y;no;no;15
35;student;single;university,degree;no;no;10
33;blue-collar;married;basic,9y;no;no;8
24;services;single;high,school;no;no;12
32;admin,;single;university,degree;no;no;44
40;blue-collar;married;unknown;no;no;22
51;blue-collar;married;basic,9y;no;no;60
53;technician;married;unknown;no;no;51
42;management;married;high,school;no;no;20
37;blue-collar;single;unknown;no;yes;53
46;blue-collar;single;high,school;no;no;310
54;technician;married;high,school;no;no;204
39;unemployed;divorced;basic,9y;no;no;638
45;blue-collar;married;basic,9y;no;no;924
32;services;married;high,school;no;no;298
56;technician;married;unknown;no;yes;988
29;services;single;high,school;no;no;123
40;admin,;single;university,degree;no;no;498
39;management;single;university,degree;no;no;670
26;blue-collar;married;basic,9y;no;no;72
46;management;married;basic,9y;no;no;53
54;blue-collar;married;professional,course;no;no;364
36;technician;married;basic,9y;no;no;339
58;management;married;university,degree;no;no;25
47;admin,;married;university,degree;no;no;216
52;management;married;basic,4y;no;no;165
26;admin,;single;high,school;no;no;56
31;blue-collar;married;basic,6y;no;no;481
46;blue-collar;married;basic,6y;no;no;32
39;admin,;single;high,school;no;no;183
35;admin,;divorced;university,degree;no;no;51
43;blue-collar;married;basic,9y;no;no;89
29;entrepreneur;single;university,degree;no;no;347
58;blue-collar;married;basic,9y;no;no;372
34;blue-collar;married;basic,9y;no;no;411
52;technician;married;basic,9y;no;yes;249
38;blue-collar;married;basic,9y;no;no;333
30;services;married;unknown;no;no;93
29;blue-collar;divorced;basic,4y;no;no;231
34;technician;married;professional,course;no;no;67
41;admin,;single;basic,6y;no;no;168
51;entrepreneur;married;university,degree;no;no;71
28;admin,;married;high,school;no;no;151
31;housemaid;married;basic,4y;no;no;91
33;services;single;high,school;no;no;375
42;management;married;university,degree;no;no;168
36;blue-collar;married;unknown;no;no;456
39;blue-collar;married;basic,4y;no;no;305
28;services;single;basic,9y;no;no;178
59;retired;married;basic,9y;no;yes;465
58;services;married;basic,4y;no;no;322
51;services;married;professional,course;no;no;177
28;admin,;single;professional,course;no;yes;253
30;admin,;single;university,degree;no;no;301
36;blue-collar;married;high,school;no;no;197
29;blue-collar;married;basic,9y;no;yes;190
51;management;married;university,degree;no;yes;93
25;technician;single;professional,course;no;yes;150
38;blue-collar;single;high,school;no;no;277
29;admin,;married;university,degree;no;no;176
42;admin,;divorced;high,school;no;no;105
49;services;divorced;high,school;no;no;138
55;technician;unknown;unknown;no;no;667
34;admin,;single;university,degree;no;no;406
29;blue-collar;divorced;basic,4y;no;no;243
38;blue-collar;married;high,school;no;no;113
42;blue-collar;married;basic,9y;no;no;75
31;services;single;high,school;no;no;422
34;blue-collar;married;basic,6y;no;no;381
39;services;married;basic,9y;no;no;97
33;services;married;high,school;no;no;59
34;admin,;married;university,degree;no;no;198
32;management;married;university,degree;no;no;80
29;admin,;single;high,school;no;no;433
50;admin,;married;high,school;no;no;513
59;housemaid;married;basic,6y;no;no;207
26;admin,;married;high,school;no;no;120
39;self-employed;married;basic,6y;no;yes;213
24;technician;single;basic,9y;no;no;111
34;blue-collar;married;basic,9y;no;no;302
37;admin,;married;high,school;no;no;212
27;self-employed;single;university,degree;no;no;911
30;technician;married;high,school;no;no;154
58;services;married;high,school;no;no;181
40;services;married;high,school;no;no;392
37;blue-collar;married;basic,4y;no;no;124
33;technician;single;professional,course;no;no;634
32;services;single;high,school;no;no;79
42;admin,;single;high,school;no;no;140
30;blue-collar;married;basic,9y;no;no;191
28;blue-collar;married;high,school;no;no;216
29;blue-collar;married;unknown;no;no;139
35;technician;single;professional,course;no;no;397
41;blue-collar;married;professional,course;no;yes;244
58;blue-collar;married;basic,4y;no;no;326
30;entrepreneur;married;basic,9y;no;no;153
35;blue-collar;married;basic,6y;no;no;281
49;housemaid;divorced;basic,4y;no;no;114
49;housemaid;married;basic,4y;no;yes;183
30;entrepreneur;divorced;university,degree;no;no;101
44;blue-collar;single;basic,6y;no;no;247
28;technician;single;university,degree;no;no;125
37;blue-collar;married;basic,9y;no;no;123
52;self-employed;married;professional,course;no;no;45
23;services;single;high,school;no;no;85
40;entrepreneur;divorced;university,degree;no;no;146
40;blue-collar;married;basic,6y;no;no;93
28;admin,;single;university,degree;no;no;103
35;admin,;married;university,degree;no;no;27
38;admin,;married;high,school;no;no;117
42;admin,;married;university,degree;no;no;124
28;management;married;university,degree;no;no;138
41;blue-collar;married;basic,6y;no;no;385
23;admin,;married;professional,course;no;yes;266
39;unemployed;married;basic,4y;no;no;203
41;blue-collar;single;unknown;no;no;780
39;admin,;single;high,school;no;no;202
39;admin,;single;high,school;no;yes;158
29;blue-collar;married;basic,6y;no;no;69
37;self-employed;single;university,degree;no;yes;88
44;technician;married;university,degree;no;no;252
53;technician;married;basic,9y;no;no;1049
31;housemaid;married;basic,4y;no;no;260
53;management;married;university,degree;no;yes;128
28;admin,;married;high,school;no;no;249
29;self-employed;married;university,degree;no;no;215
31;blue-collar;married;basic,4y;no;no;161
28;blue-collar;single;basic,6y;no;no;117
28;blue-collar;married;basic,6y;no;no;36
36;blue-collar;married;basic,9y;no;no;89
26;unemployed;single;high,school;no;no;173
38;blue-collar;married;basic,4y;no;no;150
38;blue-collar;married;basic,4y;no;no;292
44;admin,;divorced;unknown;no;no;183
27;unemployed;married;basic,9y;no;no;200
56;services;divorced;high,school;no;yes;150
52;technician;married;professional,course;no;no;304
49;blue-collar;married;basic,4y;no;no;122
36;technician;married;high,school;no;no;426
58;management;married;university,degree;no;no;55
41;housemaid;married;high,school;no;yes;86
37;admin,;married;high,school;no;no;305
53;blue-collar;married;basic,9y;no;no;39
42;admin,;married;basic,6y;no;no;340
37;services;divorced;high,school;no;no;125
41;blue-collar;married;unknown;no;no;529
35;blue-collar;married;basic,6y;no;no;196
47;retired;married;basic,4y;no;no;484
32;admin,;married;university,degree;no;no;56
47;blue-collar;divorced;basic,9y;no;no;245
57;retired;divorced;university,degree;no;no;156
40;blue-collar;married;basic,9y;no;yes;1135
40;admin,;married;high,school;no;yes;289
42;management;married;university,degree;no;yes;650
43;blue-collar;single;basic,4y;no;no;660
26;blue-collar;married;university,degree;no;no;63
40;admin,;divorced;high,school;no;no;96
39;blue-collar;married;unknown;no;no;218
41;blue-collar;married;basic,6y;no;no;144
36;technician;single;high,school;no;no;97
38;blue-collar;married;basic,9y;no;no;32
43;technician;single;professional,course;no;no;44
50;blue-collar;divorced;basic,9y;no;no;79
30;blue-collar;single;high,school;no;no;71
47;technician;married;professional,course;no;no;348
31;services;single;high,school;no;no;106
51;services;married;high,school;no;no;372
28;services;married;high,school;no;no;60
46;services;married;high,school;no;no;83
40;admin,;divorced;professional,course;no;no;343
45;management;single;university,degree;no;yes;269
36;retired;married;unknown;no;no;269
46;admin,;married;high,school;no;no;375
32;housemaid;married;basic,9y;no;no;149
52;retired;divorced;professional,course;no;no;269
39;technician;single;professional,course;no;no;206
53;blue-collar;married;basic,9y;no;no;183
30;blue-collar;single;basic,4y;no;no;267
36;blue-collar;married;basic,9y;no;no;414
38;blue-collar;married;basic,6y;no;no;85
48;blue-collar;married;basic,6y;no;no;256
45;admin,;married;high,school;no;no;172
58;technician;married;university,degree;no;no;84
41;admin,;married;high,school;no;no;412
35;unemployed;married;basic,9y;no;no;88
42;blue-collar;married;basic,9y;no;no;130
53;technician;divorced;professional,course;no;no;115
54;admin,;divorced;unknown;no;no;154
39;admin,;single;high,school;no;no;89
39;admin,;single;high,school;no;no;108
39;admin,;single;high,school;no;no;97
43;management;married;university,degree;no;yes;203
35;admin,;divorced;university,degree;no;no;203
36;retired;married;unknown;no;no;88
36;retired;married;unknown;no;no;88
29;admin,;single;university,degree;no;no;42
34;admin,;divorced;university,degree;no;no;676
27;services;married;basic,9y;no;no;100
41;services;single;high,school;no;yes;504
37;technician;married;basic,9y;no;no;515
28;management;single;unknown;no;no;135
39;blue-collar;married;basic,9y;no;yes;74
30;services;married;basic,9y;no;yes;172
46;blue-collar;married;basic,9y;no;no;746
55;blue-collar;married;basic,4y;no;no;385
32;technician;single;professional,course;no;no;566
24;blue-collar;single;basic,9y;no;no;270
37;admin,;single;university,degree;no;no;43
56;self-employed;married;basic,9y;no;no;523
32;blue-collar;married;basic,6y;no;yes;191
26;admin,;single;high,school;no;yes;634
45;management;married;university,degree;no;yes;355
45;management;married;university,degree;no;yes;31
43;management;married;high,school;no;yes;169
32;housemaid;married;basic,6y;no;no;68
30;admin,;single;high,school;no;no;30
39;admin,;married;high,school;no;no;246
32;blue-collar;single;high,school;no;no;165
40;blue-collar;single;high,school;no;no;217
31;unemployed;single;professional,course;no;no;538
36;entrepreneur;married;university,degree;no;no;164
50;blue-collar;married;basic,4y;no;yes;5
28;admin,;single;university,degree;no;no;46
27;services;married;high,school;no;no;584
35;blue-collar;married;high,school;no;no;260
41;entrepreneur;married;basic,4y;no;no;101
43;blue-collar;divorced;basic,4y;no;no;195
57;admin,;single;university,degree;no;no;80
39;admin,;married;university,degree;no;no;104
37;unemployed;married;university,degree;no;yes;85
38;services;single;high,school;no;no;96
32;admin,;divorced;university,degree;no;yes;137
53;housemaid;married;basic,4y;no;no;53
45;admin,;married;university,degree;no;no;45
45;blue-collar;married;basic,4y;no;no;407
42;blue-collar;married;basic,9y;no;no;61
59;retired;married;basic,4y;no;no;150
28;blue-collar;divorced;basic,4y;no;no;327
49;blue-collar;married;basic,9y;no;no;235
31;technician;single;professional,course;no;no;141
38;blue-collar;married;basic,9y;no;no;95
40;blue-collar;married;basic,9y;no;no;304
48;blue-collar;married;basic,4y;no;yes;425
51;retired;married;basic,9y;no;no;64
46;blue-collar;married;basic,9y;no;no;407
34;unemployed;married;high,school;no;no;339
49;admin,;divorced;high,school;no;no;148
38;admin,;divorced;high,school;no;yes;125
51;admin,;married;illiterate;no;no;151
34;technician;single;university,degree;no;yes;164
53;self-employed;divorced;university,degree;no;no;397
56;technician;married;university,degree;no;no;17
52;blue-collar;married;basic,9y;no;no;128
31;services;married;high,school;no;no;160
35;admin,;single;university,degree;no;no;107
35;services;married;professional,course;no;no;134
52;blue-collar;married;basic,9y;no;no;1434
32;blue-collar;married;basic,6y;no;no;176
40;blue-collar;married;basic,6y;no;no;63
43;management;married;unknown;no;yes;86
52;management;divorced;university,degree;no;no;200
31;blue-collar;married;basic,6y;no;no;196
44;technician;divorced;professional,course;no;no;250
40;technician;married;university,degree;no;no;185
42;technician;married;professional,course;no;no;75
57;management;divorced;university,degree;no;yes;200
52;services;married;basic,6y;no;yes;161
40;technician;married;basic,9y;no;no;141
42;blue-collar;single;basic,4y;no;no;49
47;technician;married;professional,course;no;no;66
45;management;married;unknown;no;no;321
52;blue-collar;married;basic,9y;no;no;116
30;admin,;single;university,degree;no;no;128
51;management;married;basic,4y;no;no;104
41;blue-collar;married;basic,9y;no;no;126
46;admin,;married;basic,9y;no;no;87
